ReviewTitle,ReviewBody,ReviewStar,Product,Dominant_topic,Percent,Processed_text,Keywords
"Worth buying, but...",as usual connectivity issues the volume controllers placement really bad but delivers good experience bass treble perfectly balanced midtones vocals clear most importantly i use earphone riding 2 wheeler helmet araaam see,4,JBL T110BT,1,0.422,"['connectivity', 'issue', 'volume', 'placement', 'experience', 'bass', 'midtone', 'vocal', 'earphone', 'wheeler', 'helmet']",bass cancellation clarity earphone headphone music noise quality sound voice
very bad,sound quality rost expectations wrong bad voice quality call voice bad,1,JBL T110BT,1,0.883,"['quality', 'rost', 'expectation', 'voice', 'quality', 'call', 'voice']",bass cancellation clarity earphone headphone music noise quality sound voice
Not good..,thinking jbl good brand available low cost i bought however bad experience neither quality sound durability matches brand leveldoubt amazon selling fake product,1,JBL T110BT,2,0.6,"['jbl', 'brand', 'cost', 'experience', 'quality', 'sound', 'durability', 'brand', 'leveldoubt', 'amazon', 'product']",base bass brand durability earphone jbl price quality range sound
Left Ear stopped working,i satisfied product enjoyed using 3 months left ear piece started lowering sound i thought must song quality nevertheless kept hearing songs after 10 months sound left ear piece stopped working sudden i know mistake since never used moist area take workout i asked both amazon seller replace product warranty valid long since theres response amazon seller,2,JBL T110BT,3,0.557,"['product', 'month', 'ear', 'piece', 'thought', 'quality', 'song', 'month', 'sound', 'ear', 'piece', 'mistake', 'area', 'workout', 'amazon', 'seller', 'product', 'warranty', 'valid', 'response', 'seller']",device ear issue month phone product service time warranty year
Life of the earphone might not be long.,sounds quality goodnoise cancellation upto mark expectedbattery life goodthe microphone somewhat placed slightly far need always pull forward make sure opposite person hears speak louderand microphone stopped working completely 5 months evident reasongot replaced lets see life,3,JBL T110BT,0,0.462,"['quality', 'goodnoise', 'cancellation', 'upto', 'mark', 'expectedbattery', 'life', 'microphone', 'need', 'person', 'louderand', 'microphone', 'month', 'reasongot', 'let', 'life']",battery call day hour life money music product quality use
Worst product and service..,useless product useless service i purchased 1 month back now working and jbl harman india compony responding their customer service giving response also replying mail worst product ever do buy cost even giving u free,1,JBL T110BT,3,0.63,"['product', 'service', 'month', 'customer', 'service', 'response', 'mail', 'product', 'cost']",device ear issue month phone product service time warranty year
Not good,gets disconnected every sometimes working different apps and disturbance sound i asked amazon replace order warranty period asked go jbl outlet as i moved different location difficult dont showroom,1,JBL T110BT,3,0.444,"['app', 'disturbance', 'sound', 'amazon', 'order', 'warranty', 'period', 'jbl', 'outlet', 'location', 'showroom']",device ear issue month phone product service time warranty year
Built quality. Thats it about it.,if dont care sound quality noise isolation go ahead buy built extremely well sound quality though i regret buying thesemy forst probably last jbl product,1,JBL T110BT,1,0.525,"['quality', 'noise', 'isolation', 'quality', 'regret', 'thesemy', 'forst', 'jbl', 'product']",bass cancellation clarity earphone headphone music noise quality sound voice
JBL Always..!,eventing working fine except service center pune i need send mumbai replacement also didnt accept courier 6 months left side headphone dead i send cousine replace on day ive got replacement the service good,5,JBL T110BT,3,0.54,"['service', 'center', 'pune', 'mumbai', 'replacement', 'courier', 'month', 'side', 'headphone', 'dead', 'replace', 'day', 'replacement', 'service', 'good']",device ear issue month phone product service time warranty year
One side not working in just two months. Don't buy. No service Available.,im fed bluetooth earphone jbl india one service centre country i couriered earphone service centre located gurgaon haryana and response service centre really sad productno service available since right hand side earphone stopped working not worth money very low sound quality just good design bad good enough ₹2099 extremely high better sell ₹500,2,JBL T110BT,3,0.566,"['service', 'centre', 'country', 'service', 'response', 'service', 'centre', 'service', 'hand', 'side', 'earphone', 'money', 'quality', 'design']",device ear issue month phone product service time warranty year
Good product value for money,am regular user jbl brand ear phones used 5models iam totally happy product easy access great battery life sound quality good great noise cancellation easily fitting ears material used product good,5,JBL T110BT,0,0.538,"['user', 'jbl', 'brand', 'ear', 'phone', 'product', 'access', 'battery', 'life', 'quality', 'noise', 'cancellation', 'ear', 'material', 'product']",battery call day hour life money music product quality use
Worst product from jbl,worst product jbl it doesn’t sound good though jbl’s bass model wireless bluetooth useless bass feel and looks like local product so product absolutely value money,1,JBL T110BT,2,0.545,"['product', 'jbl', 'jbl', 'bass', 'model', 'wireless', 'bass', 'product', 'product', 'money']",base bass brand durability earphone jbl price quality range sound
JBL after sales service is pathetic,the sound quality noise cancellation good i bought two months back second time i got replaced stopped workingjbl service patheticthey take sweet time1215days return productalso single jbl service center available every city task get replaced live away center,1,JBL T110BT,3,0.552,"['quality', 'noise', 'cancellation', 'good', 'month', 'time', 'workingjbl', 'service', 'patheticthey', 'time1215day', 'return', 'productalso', 'jbl', 'service', 'center', 'city', 'task', 'center']",device ear issue month phone product service time warranty year
Worst service and product,did expect kind service jbl amazon fake reviews durability poor one side earphone speaker stopped working 2 months wrote jbl no action taken amazon also dont option replacement product warranty,1,JBL T110BT,3,0.576,"['service', 'jbl', 'review', 'durability', 'side', 'earphone', 'speaker', 'month', 'jbl', 'action', 'amazon', 'option', 'replacement', 'product', 'warranty']",device ear issue month phone product service time warranty year
Don't hesitate to buy. It's great for the price.,great wireless earphones used gym driving office music sounds great voice calls good dont go negative reviews i dont know people need earphone good earphones solves purpose went jbl back charge 2 bluetooth speakers,5,JBL T110BT,0,0.49,"['earphone', 'gym', 'driving', 'office', 'music', 'voice', 'review', 'people', 'earphone', 'earphone', 'solve', 'purpose', 'jbl', 'charge', 'speaker']",battery call day hour life money music product quality use
"Not really good, nor too bad! It is an average product!",durability best thing productbluetooth connectivity fast easy the range bluetooth also goodsound quality fine amount bass really good so bass lover might good option youbattery backup really 6 hours continuously listening music,4,JBL T110BT,0,0.381,"['durability', 'thing', 'connectivity', 'range', 'quality', 'amount', 'bass', 'bass', 'option', 'youbattery', 'backup', 'hour', 'music']",battery call day hour life money music product quality use
Not worthy product too much expensive,worst earphone i ever seen price much earphone checking two days i returning product price range 200400 earphone,1,JBL T110BT,2,0.683,"['earphone', 'price', 'earphone', 'day', 'product', 'price', 'range', 'earphone']",base bass brand durability earphone jbl price quality range sound
Satisfied ... worth the bucks u spent on ... nothing more ... nothing less,value money felt something missing don’t know what’s missing frequencies sound quality i don’t know i didn’t get full satisafaction brands make cheaper prodcts less quality premium don’t know,4,JBL T110BT,2,0.612,"['value', 'money', 'frequency', 'quality', 'satisafaction', 'brand', 'prodct', 'quality', 'premium']",base bass brand durability earphone jbl price quality range sound
"Sleek and light, a perfect gift.",i bought gift someone its got amazing sound quality the bass isnt heavy i thought would but i prefer way dont expect drum bursting bass but gets job done price paying,5,JBL T110BT,2,0.438,"['gift', 'quality', 'bass', 'thought', 'way', 'drum', 'bass', 'job', 'price']",base bass brand durability earphone jbl price quality range sound
Battery Life is not even with standing for 30 mins,the product worked really well 2 months post product battery life pathetic even sufficient amount charge done i would like return product opt buyback trust jbl blemishing hopefully management shall look needful else i might look different solution,3,JBL T110BT,0,0.57,"['product', 'month', 'post', 'product', 'battery', 'life', 'amount', 'charge', 'product', 'trust', 'jbl', 'management', 'solution']",battery call day hour life money music product quality use
No sound,the quality product good cos right side head phone working reaching monthand satisfy service proper action regarding headset else going recommend suggest friends purchase product company,1,JBL T110BT,0,0.352,"['quality', 'product', 'side', 'head', 'phone', 'working', 'monthand', 'satisfy', 'service', 'action', 'headset', 'friend', 'purchase', 'product', 'company']",battery call day hour life money music product quality use
Suggest not to buy,i bought motorola verve loop plus stopped working the sound quality good average battery life thr left earpiece stopped working 23 days use returned,3,JBL T110BT,0,0.771,"['verve', 'loop', 'quality', 'battery', 'life', 'thr', 'earpiece', 'day', 'use']",battery call day hour life money music product quality use
Good earphones,i like earphones preety fashionable high quality sound one day earphone got dropped lead defect magnets sounds quality,4,JBL T110BT,2,0.567,"['earphone', 'preety', 'quality', 'sound', 'day', 'earphone', 'lead', 'defect', 'magnet', 'quality']",base bass brand durability earphone jbl price quality range sound
Could be better,the sound quality isnt good jbl the comnectivity could better for callsu need near mouth pieceso better product researched market,4,JBL T110BT,0,0.659,"['quality', 'jbl', 'comnectivity', 'callsu', 'need', 'mouth', 'pieceso', 'product', 'market']",battery call day hour life money music product quality use
Not for Bass lovers and not so comfortable to wear,not bass lovers i even one still would prefer bit bass also comfortable wear stay place would jog run its annoying keep adjusting otherwise wired headset better,2,JBL T110BT,1,0.631,"['bass', 'lover', 'bit', 'bass', 'wear', 'stay', 'place', 'keep', 'headset']",bass cancellation clarity earphone headphone music noise quality sound voice
The speaker went off in less than 6 months,2 months purchasing earphones left speakers sound subsided and long right side went completelysound isnt bad i wouldnt call greatwas highly disappointed earphones spending much something didnt even last 6 months,2,JBL T110BT,4,0.874,"['month', 'earphone', 'speaker', 'side', 'earphone', 'month']",button cable earphone month side speaker use volume wire work
Could have been better,its useful better options available companies like boat plus blue light continuously lit it kind negative point,2,JBL T110BT,3,0.535,"['option', 'company', 'boat', 'light', 'point']",device ear issue month phone product service time warranty year
Suggestions plz,it seems good buti facing issue bluetooth connectivitywhen connect phone earphone and go 1 room room it gives problems voice gets break gets disconnected should replace product any suggestions my room 1212 flat 950 square feet,3,JBL T110BT,3,0.756,"['buti', 'issue', 'phone', 'earphone', 'room', 'room', 'problem', 'voice', 'break', 'product', 'suggestion', 'room', 'foot']",device ear issue month phone product service time warranty year
Good for the price,not effective sometimes mic voice clear doesnt hav next back button earphonesoly inc dec volume start pause button availablegive option headplugs really nice handy charger cord overall good product 2k,5,JBL T110BT,0,0.413,"['voice', 'volume', 'pause', 'button', 'option', 'headplug', 'charger', 'cord', 'product']",battery call day hour life money music product quality use
Poor built quality,poor built quality right side stopped working 11 day purchase not even able return 10 days past now need get help service center not sure issue fixed invested 2000rs product stopped working within 11 days also use calls side person struggles hear voice,2,JBL T110BT,0,0.372,"['quality', 'side', 'day', 'purchase', 'day', 'help', 'service', 'center', 'issue', 'product', 'day', 'call', 'side', 'person', 'voice']",battery call day hour life money music product quality use
Good for an average user,battery degrades faster expected since hold charge long used bought less 9 months ago use 34 times weeksound quality good dont recommend use iphone especially playing pubg,4,JBL T110BT,0,0.413,"['battery', 'degrade', 'hold', 'charge', 'month', 'time', 'quality', 'use', 'iphone', 'pubg']",battery call day hour life money music product quality use
"Can't use for playing Games, lots of sound breaking",the device creates horrible sound mic playing games like pubg mobile also sometimes getting lots voice cut playing songs sound quality ok,2,JBL T110BT,1,0.433,"['device', 'sound', 'playing', 'game', 'mobile', 'lot', 'voice', 'song', 'quality']",bass cancellation clarity earphone headphone music noise quality sound voice
Best deal,works perfectly fine unlike reviews easy configure long battery life total noise cancellation try 3d 8d music tracks enjoy real experience,5,JBL T110BT,1,0.477,"['review', 'configure', 'battery', 'life', 'noise', 'cancellation', '8d', 'music', 'track', 'experience']",bass cancellation clarity earphone headphone music noise quality sound voice
"Worst quality, I purchased",worst quality shown guarantee one yearbut purchased 16 september 2018 19st january started poor sound quality form right ear even starting totally working 22nd february,1,JBL T110BT,1,0.703,"['quality', 'guarantee', 'yearbut', 'quality', 'form', 'ear', '22nd']",bass cancellation clarity earphone headphone music noise quality sound voice
Audio quality is not that good as its name is JBL,i dont recommend buy product audio quality good ears getting irritated using 15 minutes built quality good bus name jbl used quality sound earphones,1,JBL T110BT,2,0.67,"['buy', 'product', 'quality', 'ear', 'minute', 'quality', 'bus', 'name', 'jbl', 'quality', 'sound', 'earphone']",base bass brand durability earphone jbl price quality range sound
But it for the best sound experience in headphones!,i liked moment i used first time definitely recommend purchase,4,JBL T110BT,4,0.481,"['moment', 'time', 'purchase']",button cable earphone month side speaker use volume wire work
Stay Away,guys please dont buy had replaced flat 2 days usage one side stopped giving sound fortunately happened within 5 days usage else simply discard isnt worth price trust ones get outside railway stations better definitely much better durabilitycriminal loss 2k,2,JBL T110BT,1,0.308,"['guy', 'day', 'usage', 'side', 'sound', 'day', 'usage', 'price', 'trust', 'one', 'railway', 'station', 'loss']",bass cancellation clarity earphone headphone music noise quality sound voice
No use anymore,so good firsti mean bass could better still compared bluetooth earphones one bestbut particularly product recieved stopped charging anymore so really disappointed i hope someone tell next sadly returning window closed well,3,JBL T110BT,3,0.603,"['firsti', 'bass', 'earphone', 'bestbut', 'product', 'hope', 'window']",device ear issue month phone product service time warranty year
Poor battery,the one got pathetic battery life hard find service centre ended lying drawer year able find contact jbl store service,1,JBL T110BT,3,0.617,"['one', 'battery', 'life', 'service', 'centre', 'drawer', 'year', 'contact', 'jbl', 'store', 'service']",device ear issue month phone product service time warranty year
Waste of money it has bad sound and no bass both,totally waste money jbl i sure product original one thing i would say like jbl sound,1,JBL T110BT,0,0.515,"['money', 'jbl', 'product', 'thing', 'jbl', 'sound']",battery call day hour life money music product quality use
Elegant piece with comfortable sound quality....While in the ear you never feel like it is there....,i like sound quality productworth money it durablebattery lasts 25 movies continuously,5,JBL T110BT,0,0.493,"['quality', 'productworth', 'money', 'durablebattery', 'movie']",battery call day hour life money music product quality use
Poor,i use 12119 till 29519 even complete 6month i face many problems today29519 totally deathit stop its working never suggest anyone it replacement warranty one year service center chennai,1,JBL T110BT,3,0.651,"['face', 'problem', 'working', 'replacement', 'warranty', 'year', 'service', 'center']",device ear issue month phone product service time warranty year
Bad Quality.,this genuine product upset amazonsame product sound quality seen road worth rs 499i always buy amazonbut time amazon break trusti use jbl earphonesso know sound quality please dont,1,JBL T110BT,0,0.674,"['product', 'amazonsame', 'product', 'sound', 'quality', 'road', '499i', 'time', 'trusti', 'use', 'jbl', 'quality']",battery call day hour life money music product quality use
Excellent sound quality,one hear even single beets good battery life last long day uses calling purpose one uses 6 hrs continues excellent product jbl brand,5,JBL T110BT,0,0.703,"['beet', 'battery', 'life', 'day', 'purpose', 'hrs', 'product', 'jbl', 'brand']",battery call day hour life money music product quality use
Highly recommended,the packaging really premium received product per committed timeline the sound quality excellent fitment inside ear superb feels soft clanky great purchase,5,JBL T110BT,0,0.611,"['packaging', 'premium', 'product', 'timeline', 'quality', 'fitment', 'ear', 'superb', 'purchase']",battery call day hour life money music product quality use
Average Earphones,his quality product good 35half sound average normal bass high i bass lover music lover price in i give 35 u r music bass lover dont buy earphones go another one its average earphones jbl plzz improve ur product,2,JBL T110BT,2,0.325,"['quality', 'product', 'bass', 'bass', 'music', 'price', 'music', 'earphone', 'one', 'earphone', 'jbl', 'ur', 'product']",base bass brand durability earphone jbl price quality range sound
Not impressive,poor sound quality leaf sport much better sound quality half pricebattery backup good get much better battery backup boat wirelessdurability less compared boatso would recomment boat jbl,3,JBL T110BT,0,0.492,"['quality', 'leaf', 'sport', 'quality', 'pricebattery', 'backup', 'battery', 'backup', 'boat', 'wirelessdurability', 'boatso', 'boat', 'jbl']",battery call day hour life money music product quality use
Overall good choice for the value from JBL,excellent sound quality gets disconnected music video phone speaker notificationbackground noise cancellation available rather picks background noise rather reducing same issue two different pieces,4,JBL T110BT,1,0.549,"['sound', 'quality', 'music', 'video', 'phone', 'speaker', 'notificationbackground', 'noise', 'cancellation', 'background', 'noise', 'issue', 'piece']",bass cancellation clarity earphone headphone music noise quality sound voice
It is Good earphones (Wireless Type) and has a good amount of ...,it good earphones wireless type good amount bass delivery but inbuilt mic good travelling some time gets disconnected overall i give 4 star,4,JBL T110BT,0,0.542,"['earphone', 'type', 'amount', 'bass', 'delivery', 'time', 'give', 'star']",battery call day hour life money music product quality use
Nice,good speakers clean sound,5,JBL T110BT,1,0.408,"['speaker', 'sound']",bass cancellation clarity earphone headphone music noise quality sound voice
Good purchage,sound quality battery life good but wire long holding ear phone ear poor it bacame ear weight earphone movement body gyming running not good gyming,4,JBL T110BT,0,0.438,"['quality', 'battery', 'life', 'wire', 'ear', 'phone', 'ear', 'ear', 'weight', 'body']",battery call day hour life money music product quality use
Not worth buying,using headphones last 6 months now right earpiece stopped working it picks lot surrounding noise level person able hear voice sound quality average causes voice distortion wifi bluetooth connected,2,JBL T110BT,1,0.571,"['headphone', 'month', 'earpiece', 'lot', 'noise', 'level', 'person', 'voice', 'quality', 'average', 'voice', 'distortion', 'wifi']",bass cancellation clarity earphone headphone music noise quality sound voice
Subpar product,baught set earphones abroad model n real cheap quality product compared one sound quality bad build quality worseeither vendor selling 1st copies name origional jbl offering cheap quality products india,1,JBL T110BT,2,0.475,"['baught', 'set', 'earphone', 'quality', 'product', 'sound', 'quality', 'quality', 'worseeither', 'vendor', '1st', 'copy', 'jbl', 'quality', 'product', 'india']",base bass brand durability earphone jbl price quality range sound
Nice product,good purchase recommended runners better training gym controls either side heavy slide buds ears,4,JBL T110BT,4,0.555,"['purchase', 'runner', 'gym', 'control', 'side', 'slide', 'bud', 'ear']",button cable earphone month side speaker use volume wire work
This wireless earphones is a joke,if addicted music earphone end addiction bass 60 irritating treble sound quality average and returnsonly replacement availablei dont understand people saying good bass,2,JBL T110BT,1,0.741,"['music', 'addiction', 'bass', 'quality', 'replacement', 'availablei', 'people', 'bass']",bass cancellation clarity earphone headphone music noise quality sound voice
Better one,did get problem earphone thanks jbl company gave replacement went service centre taking bill along,4,JBL T110BT,3,0.892,"['problem', 'jbl', 'company', 'replacement', 'service', 'centre', 'bill']",device ear issue month phone product service time warranty year
Has stopped working within 3 months of purchase,i bought april may end earphones stopped working its disheartening cause i take extra care earphones suddenly stopped charging since year warranty want understand i initiate returnreplacement,1,JBL T110BT,3,0.519,"['earphone', 'cause', 'care', 'earphone', 'year', 'warranty', 'initiate']",device ear issue month phone product service time warranty year
This jbl bluetooth headphone quality is not good..,i want return product option return please tell could i return product,3,JBL T110BT,3,0.813,"['return', 'product', 'option', 'return', 'product']",device ear issue month phone product service time warranty year
Product not working in ten daysonly,i bought product ten days back stopped working despite charging earphones dont get powered pressing button in four months product given away critical feature request vendor take necessary action resolve issue,1,JBL T110BT,0,0.496,"['product', 'day', 'earphone', 'button', 'month', 'product', 'feature', 'request', 'vendor', 'action', 'resolve', 'issue']",battery call day hour life money music product quality use
Doesn't last for a year,this product last 1 year even 1 year last year feb 15 received product today 4th feb 2019 left earpiece gone the indicators light went 6th month still returned product thatvwas mistake made,2,JBL T110BT,3,0.464,"['product', 'year', 'year', 'year', 'product', 'today', '4th', 'earpiece', 'indicator', 'light', 'month', 'product', 'mistake']",device ear issue month phone product service time warranty year
5* for quality & durability but 4* for battery...,sound quality expected jbl brand becrystal clear bass also superb i little bit disappointed battery back company said 67 hours battery life actual actualy use upto 4 hours maximum stress,5,JBL T110BT,0,0.494,"['quality', 'jbl', 'brand', 'bass', 'bit', 'battery', 'back', 'company', 'hour', 'battery', 'life', 'actualy', 'use', 'hour', 'stress']",battery call day hour life money music product quality use
Perfect and affordable,sound quality balanced good dont expect much bass amount bass get sufficient battery life almost 45 hrs charged 100,4,JBL T110BT,0,0.616,"['quality', 'bass', 'amount', 'bass', 'battery', 'life', 'hrs']",battery call day hour life money music product quality use
One Star,worst product please call many glitches,1,JBL T110BT,0,0.777,"['product', 'glitch']",battery call day hour life money music product quality use
Nice product,nice product price range good sound quality decent battery life issue size inear buds little bigger longer use start paining year,5,JBL T110BT,3,0.34,"['product', 'price', 'range', 'quality', 'battery', 'life', 'issue', 'size', 'inear', 'bud', 'start', 'year']",device ear issue month phone product service time warranty year
stopped working in just 1 month,product stopped working 1 month purchasethere mechanical sort damage it died,1,JBL T110BT,4,0.521,"['product', 'month', 'sort', 'damage']",button cable earphone month side speaker use volume wire work
"Good sound for music, but not great for calls",horrible battery life connectivity the device keeps getting disconnected every sound good music difficult talking phone tired returning couldnt due technical error app,1,JBL T110BT,0,0.527,"['battery', 'life', 'connectivity', 'device', 'music', 'phone', 'returning', 'error', 'app']",battery call day hour life money music product quality use
4 stars,was expecting good sound quality turns trashi owner jbl flip 4 probably best wireless speaker price range i expecting equally good sound avrage definitely meet expectations,4,JBL T110BT,2,0.434,"['sound', 'quality', 'speaker', 'price', 'range', 'sound', 'avrage', 'expectation']",base bass brand durability earphone jbl price quality range sound
Attention....!No Bass available,good built qualitypoor sound quality roadside headphones sounds better match expectationscompany mentioned box pure bass would say poor bass either no bass,2,JBL T110BT,1,0.734,"['qualitypoor', 'quality', 'roadside', 'headphone', 'match', 'expectationscompany', 'box', 'bass', 'bass', 'bass']",bass cancellation clarity earphone headphone music noise quality sound voice
Quality is great,prossounds pretty good yes bass dont expect blow ears and battery life higher side lasts 5 hours easily volume 80 build quality good cons length wire jbl decreased,4,JBL T110BT,0,0.482,"['bass', 'ear', 'battery', 'life', 'side', 'hour', 'quality', 'con', 'length', 'wire', 'jbl']",battery call day hour life money music product quality use
Genuine product,do buy item marking jbl fake china products but buy one it confirmed genuine,5,JBL T110BT,0,0.329,"['item', 'jbl', 'product']",battery call day hour life money music product quality use
Good buy,good voice quality for reason crackles connected first time gets rectified thereafter the length wire good hang around safely without fear falling losing mic quality also good,5,JBL T110BT,4,0.502,"['voice', 'quality', 'reason', 'crackle', 'time', 'length', 'wire', 'fear', 'quality']",button cable earphone month side speaker use volume wire work
Standby not automatically done,easy use handling bt main drawback doesnt go standby mode automaticay like samaung sony battery got drain withinn 3 4 hourssound wise also average,2,JBL T110BT,0,0.448,"['use', 'drawback', 'automaticay', 'drain', 'hourssound']",battery call day hour life money music product quality use
Battery wise not good overall good performance,overall quality wise good sound quality also good battery life much good life span worstone side ear plug working its 3 months 3 monthsworst qualitydont go earphones,1,JBL T110BT,0,0.471,"['quality', 'sound', 'quality', 'battery', 'life', 'life', 'span', 'side', 'ear', 'month', 'qualitydont', 'earphone']",battery call day hour life money music product quality use
JBL T110BT pure bass Bluetooth in ear headphones,pure crystal clear sound jbl hallmark excellent quality very sturdy durable good wear helmet scooterist,5,JBL T110BT,1,0.346,"['crystal', 'sound', 'jbl', 'hallmark', 'quality', 'wear', 'helmet', 'scooterist']",bass cancellation clarity earphone headphone music noise quality sound voice
SOUND QUALITY IS GOOD,i gifted one friend birthday and happy the sound quality jbl awesome doubtbattery life could better otherwise everything good,5,JBL T110BT,2,0.358,"['friend', 'birthday', 'quality', 'jbl', 'doubtbattery', 'life']",base bass brand durability earphone jbl price quality range sound
Sound is very very low I can here out side noise,good brand sound very low injoy bcz i play songs video hear much side noise sorry truth last months use bcz resion,1,JBL T110BT,4,0.403,"['brand', 'sound', 'injoy', 'play', 'song', 'video', 'side', 'noise', 'truth', 'month', 'resion']",button cable earphone month side speaker use volume wire work
POOR SOUND QUALITY,the sound quality is not upto jbl norms you always here a humming sound during a call and the volume is also too low didnt satisfied with the product,1,JBL T110BT,0,0.416,"['quality', 'jbl', 'norm', 'sound', 'call', 'volume', 'product']",battery call day hour life money music product quality use
Showing issue,how i use 1year manufacturer’s warranty headphones stopped working tried calling given number never get connected always busy mode i want replace refund repair issue two headsets brand jbl,1,JBL T110BT,3,0.585,"['manufacturer', 'warranty', 'headphone', 'number', 'mode', 'refund', 'repair', 'issue', 'headset', 'brand', 'jbl']",device ear issue month phone product service time warranty year
Not Worth,wire long handel looks like jbl product plastic qualitu lowearbuds comfortable,1,JBL T110BT,3,0.606,"['wire', 'handel', 'jbl', 'product', 'plastic', 'lowearbud']",device ear issue month phone product service time warranty year
I want a new one,its good base good andit disconnecting self i think giving default items us dont return option,3,JBL T110BT,2,0.435,"['base', 'andit', 'disconnecting', 'self', 'default', 'item', 'option']",base bass brand durability earphone jbl price quality range sound
Stopped working,stopped working 1 month worst jbl product experience had order 2 check one working any service near pincode 400706,1,JBL T110BT,3,0.743,"['month', 'jbl', 'product', 'experience', 'order', 'service']",device ear issue month phone product service time warranty year
Worst product. Do not buy,very poor product was extremely dissatisfied jbl i awestruck fact extra bass bass earphone underwhelming was exasperated one earpieces work months,1,JBL T110BT,4,0.386,"['product', 'jbl', 'awestruck', 'fact', 'bass', 'bass', 'earphone', 'underwhelming', 'earpiece', 'work', 'month']",button cable earphone month side speaker use volume wire work
Not even ok,battery post full charge doesnt even go 90 minsnot great sound quality,2,JBL T110BT,0,0.584,"['battery', 'post', 'charge', 'quality']",battery call day hour life money music product quality use
Pathetic product from jbl.,one speaker stop working suddenly within 15 daysvoice quality poorit seems people selling refurbished item amazone platformthis last purchase amazone,1,JBL T110BT,1,0.524,"['speaker', 'daysvoice', 'quality', 'poorit', 'people', 'item', 'amazone', 'platformthis', 'purchase', 'amazone']",bass cancellation clarity earphone headphone music noise quality sound voice
Sounds stop,this product puschase last 1 year warrantybut damage broken 1 yearso please arrange new product warranty period whats process change product warranty periodkindly revert asap,3,JBL T110BT,3,0.417,"['product', 'puschase', 'year', 'warrantybut', 'damage', 'product', 'warranty', 'period', 'process', 'change', 'product', 'warranty', 'asap']",device ear issue month phone product service time warranty year
Worst product from jbl,worst product jbl it sounds like 4” radio speaker instead buying 2k rupees buy i6s bluetooth use older jbl sony wired headset it sounds awesomehence i returned itnow im happy i6s,1,JBL T110BT,1,0.407,"['product', 'jbl', 'radio', 'speaker', 'rupee', 'jbl', 'headset', 'awesomehence']",bass cancellation clarity earphone headphone music noise quality sound voice
costly-not vfm,pros1 looks good2 good sound great best3 good battery expect good durabilitycons1 costly2 comfortable wear wire earbuds fit snuggly around neckirritating,3,JBL T110BT,0,0.448,"['good2', 'sound', 'best3', 'battery', 'durabilitycons1', 'costly2', 'wear', 'wire', 'earbud']",battery call day hour life money music product quality use
I want a Replacement,the sound quality good but days 2months using starts give trouble like itll disconnect without reason seconds itll reconnect it wont support connect playing games decrease battery life,4,JBL T110BT,0,0.939,"['quality', 'day', 'start', 'trouble', 'reason', 'second', 'playing', 'game', 'battery', 'life']",battery call day hour life money music product quality use
Good product,good product connects fast sound quality goodbass medium highbattery life average singersdont buy singing purpose recording quality bad cant use singing,4,JBL T110BT,0,0.887,"['product', 'quality', 'life', 'singersdont', 'singing', 'purpose', 'quality', 'singing']",battery call day hour life money music product quality use
Not very good bass,i purchased earphones good base but name suggests bass good its average,2,JBL T110BT,2,0.831,"['earphone', 'base', 'name', 'bass']",base bass brand durability earphone jbl price quality range sound
Not expected like this quality by JBL,as per brand name product poor multiple problem ie sound quality poormeny times disconnect call absence noice cancellation disturbance call battery backup also poor,3,JBL T110BT,0,0.638,"['brand', 'name', 'product', 'problem', 'quality', 'poormeny', 'call', 'absence', 'noice', 'cancellation', 'disturbance', 'battery', 'backup']",battery call day hour life money music product quality use
Good sound quality and base but could have done better with Bluetooth strength.,the bluetooth connectivity gets interrupted times distorted sounds coming even earphones device youve connected nearby would liked way adjust length cable like jaybirds,4,JBL T110BT,3,0.438,"['connectivity', 'time', 'sound', 'device', 'way', 'length', 'cable', 'jaybird']",device ear issue month phone product service time warranty year
Good buy at this price,prefer jbl wired earphones range don’t need bluetooth headphones sound quality upto mark at price philips better,3,JBL T110BT,2,0.663,"['jbl', 'earphone', 'headphone', 'quality', 'upto', 'mark', 'price', 'philip']",base bass brand durability earphone jbl price quality range sound
worst quality for Zym,please donnot buy product i found worst quality product i use 5 months,1,JBL T110BT,0,0.678,"['product', 'quality', 'product', 'use', 'month']",battery call day hour life money music product quality use
Worst battery back up I've ever seen,ive ordered headphone ago first left earpiece working replacing got new one using around 2 weeks stopped charging never gets turned i tried replace late,1,JBL T110BT,4,0.391,"['headphone', 'earpiece', 'one', 'week', 'replace']",button cable earphone month side speaker use volume wire work
Dont even think about it..!,battery life sucks does last even 40 minutes worst thing enough service station thrs one whole gujrat nd tht also closed time so u purchase u r,1,JBL T110BT,0,0.534,"['battery', 'life', 'suck', 'minute', 'thing', 'service', 'station', 'thrs', 'gujrat', 'time', 'purchase']",battery call day hour life money music product quality use
Not a good option.,earphones good far working properly found problem count customer support service centrethey procrastinate things till forget,1,JBL T110BT,3,0.823,"['earphone', 'problem', 'count', 'customer', 'support', 'service', 'thing']",device ear issue month phone product service time warranty year
It’s not turning on. Shame on you JBL,just ordered whole diwali gift fun went vain such sitty product jbl how produce cheap product without quality check this expected harman owned jbl shame,1,JBL T110BT,3,0.522,"['gift', 'fun', 'sitty', 'product', 'jbl', 'product', 'quality', 'check', 'harman', 'jbl', 'shame']",device ear issue month phone product service time warranty year
